11,111,"Randolph County, AL",33.2651763,-85.4693961,22179
13,113,"Russell County, AL",32.2698458,-85.1959487,58849
15,115,"St. Clair County, AL",33.7086407,-86.3364,91719
17,117,"Shelby County, AL",33.2503347,-86.6639746,223916
19,119,"Sumter County, AL",32.5234698,-88.1837986,12196
21,121,"Talladega County, AL",33.3967079,-86.1597137,81105
23,123,"Tallapoosa County, AL",32.8595687,-85.8023774,41251
25,125,"Tuscaloosa County, AL",33.2668398,-87.4862182,231558
27,127,"Walker County, AL",33.7804491,-87.2767248,64978
29,129,"Washington County, AL",31.3991238,-88.2019828,15434
31,131,"Wilcox County, AL",31.9523021,-87.3005169,10441
33,133,"Winston County, AL",34.1328863,-87.361354,23655
13,013,"Aleutians East Borough, AK",54.1296842,-165.9642097,3407
16,016,"Aleutians West Census Area, AK",52.005047,-175.2987925,5219
20,020,"Anchorage Municipality, AK",37.0355649,25.2600091,290674
68,068,"Denali Borough, AK",63.3350425,-142.9824489,2101
70,070,"Dillingham Census Area, AK",59.9011107,-158.2016852,4854
05,105,"Hoonah-Angoon Census Area, AK",57.57666,-134.1311512,2329
10,110,"Juneau City and Borough, AK",56.47077135,-132.3845354,32108
22,122,"Kenai Peninsula Borough, AK",59.646385,-151.5405713,59235
30,130,"Ketchikan Gateway Borough, AK",55.3457782,-131.664201,13910
64,164,"Lake and Peninsula Borough, AK",56.2925,-158.3180556,999
70,170,"Matanuska-Susitna Borough, AK",61.61205385,-149.1002678,108661
80,180,"Nome Census Area, AK",65.0031061,-163.0930151,10018
85,185,"North Slope Borough, AK",71.30031855,-156.7589649,10924
88,188,"Northwest Arctic Borough, AK",68.11442545,-145.5790911,7682
95,195,"Petersburg Borough, AK",56.80197975,-132.9449311,3374
30,230,"Skagway Municipality, AK",59.4501954,-135.3261633,1303
75,275,"Wrangell City and Borough, AK",56.47077135,-132.3845354,2134
82,282,"Yakutat City and Borough, AK",56.47077135,-132.3845354,564
01,001,"Apache County, AZ",34.4969333,-110.2483105,66054
03,003,"Cochise County, AZ",32.2460187,-109.8947839,125504
05,005,"Coconino County, AZ",35.8333209,-112.5021238,144705
07,007,"Gila County, AZ",33.8122702,-110.9053942,53419
09,009,"Graham County, AZ",32.8332573,-109.7166233,38453
11,011,"Greenlee County, AZ",32.9581012,-109.2099997,9483
12,012,"La Paz County, AZ",33.7333577,-114.167448,16681
13,013,"Maricopa County, AZ",33.46636775,-112.0964897,4430871
15,015,"Mohave County, AZ",35.7563753,-114.6930315,214229
17,017,"Navajo County, AZ",36.8811101,-110.3545782,107110
19,019,"Pima County, AZ",31.9969775,-110.6527974,1042393
21,021,"Pinal County, AZ",32.51517545,-111.3226925,433338
23,023,"Santa Cruz County, AZ",31.5108488,-110.7512748,47838
25,025,"Yavapai County, AZ",34.54091315,-112.4694636,237830
27,027,"Yuma County, AZ",33.14202035,-114.4224028,204374
01,001,"Arkansas County, AR",34.2902454,-91.3598511,17024
03,003,"Ashley County, AR",33.1742582,-91.7295595,19018
05,005,"Baxter County, AR",36.2820691,-92.3445222,41801
07,007,"Benton County, AR",36.3456186,-94.2670404,286528
09,009,"Boone County, AR",36.2829183,-93.0784759,37662
11,011,"Bradley County, AR",33.4494147,-92.16876,10461
13,013,"Calhoun County, AR",33.5556787,-92.5143633,4773
15,015,"Carroll County, AR",36.3386737,-93.5093048,28362
17,017,"Chicot County, AR",33.2536665,-91.3026986,10234
19,019,"Clark County, AR",34.0541966,-93.198963,21469
21,021,"Clay County, AR",36.3609902,-90.4087659,14537
23,023,"Cleburne County, AR",35.5298937,-92.0312818,24948
25,025,"Cleveland County, AR",33.8847138,-92.1724506,7548
27,027,"Columbia County, AR",33.1938586,-93.2344337,22707
29,029,"Conway County, AR",35.2521996,-92.6888936,20782
31,031,"Craighead County, AR",35.8348413,-90.6441144,111038
33,033,"Crawford County, AR",35.5803044,-94.2684622,60593
35,035,"Crittenden County, AR",35.2505701,-90.3192299,47945
37,037,"Cross County, AR",35.3001216,-90.7750181,16827
39,039,"Dallas County, AR",33.9630776,-92.6853662,6472
41,041,"Desha County, AR",33.7740219,-91.3110517,11285
43,043,"Drew County, AR",33.5716907,-91.7160969,17309
45,045,"Faulkner County, AR",35.1470851,-92.3219053,124611
47,047,"Franklin County, AR",35.5110075,-93.8864847,17160
49,049,"Fulton County, AR",36.3783981,-91.8110982,12183
51,051,"Garland County, AR",34.5488944,-93.1838539,100021
53,053,"Grant County, AR",34.2773864,-92.420578,18022
55,055,"Greene County, AR",36.091803,-90.5778883,45954
57,057,"Hempstead County, AR",33.6949319,-93.6929825,20037
59,059,"Hot Spring County, AR",34.2956351,-92.9005742,33129
61,061,"Howard County, AR",34.0744088,-93.9745776,12779
63,063,"Independence County, AR",35.718344,-91.55326,37910
65,065,"Izard County, AR",36.0832532,-91.8894787,13748
67,067,"Jackson County, AR",35.5770886,-91.196742,16784
69,069,"Jefferson County, AR",34.2711667,-91.9248307,66934
71,071,"Johnson County, AR",35.5600697,-93.4550108,25925
73,073,"Lafayette County, AR",33.1821484,-93.5972459,6277
75,075,"Lawrence County, AR",36.0078212,-91.1655476,16258
77,077,"Lee County, AR",34.7836833,-90.7759619,8666
79,079,"Lincoln County, AR",33.9359663,-91.7713274,13016
81,081,"Little River County, AR",33.6968793,-94.2065398,12024
83,083,"Logan County, AR",35.2255171,-93.7233321,21247
85,085,"Lonoke County, AR",34.7414404,-91.862792,74292
87,087,"Madison County, AR",35.9728095,-93.7589024,16737
89,089,"Marion County, AR",36.2378521,-92.6999559,16905
91,091,"Miller County, AR",33.316712,-93.8679233,42682
93,093,"Mississippi County, AR",35.7547987,-90.0875933,40361
95,095,"Monroe County, AR",34.6778982,-91.2289578,6787
97,097,"Montgomery County, AR",34.5218805,-93.6508234,8555
99,099,"Nevada County, AR",33.6413476,-93.3055491,8292
01,101,"Newton County, AR",35.918468,-93.2273047,7243
03,103,"Ouachita County, AR",33.5680929,-92.9355875,22606
05,105,"Perry County, AR",34.9616474,-92.8757514,10055
07,107,"Phillips County, AR",34.4427373,-90.8331287,16373
09,109,"Pike County, AR",34.1435885,-93.6428966,10205
11,111,"Poinsett County, AR",35.5730183,-90.6717121,22997
13,113,"Polk County, AR",34.4995799,-94.2397116,19384
15,115,"Pope County, AR",35.453867,-93.0498623,63475
17,117,"Prairie County, AR",34.8105247,-91.5751148,8217
19,119,"Pulaski County, AR",34.7550166,-92.3003472,398322
21,121,"Randolph County, AR",36.3412315,-91.0387017,18619
23,123,"St. Francis County, AR",35.0153956,-90.7263194,23138
25,125,"Saline County, AR",34.6021249,-92.6542869,123988
27,127,"Scott County, AR",34.8469384,-94.0431714,9871
29,129,"Searcy County, AR",35.9018987,-92.7098744,7880
31,131,"Sebastian County, AR",35.1770785,-94.2654285,128184
33,133,"Sevier County, AR",33.9867858,-94.243888,15913
35,135,"Sharp County, AR",36.1344424,-91.4930274,17422
37,137,"Stone County, AR",35.8317159,-92.1747633,12393
39,139,"Union County, AR",33.1637366,-92.6171029,38815
41,141,"Van Buren County, AR",35.5759086,-92.4916144,15900
43,143,"Washington County, AR",35.9672625,-94.2280656,247331
45,145,"White County, AR",35.2463042,-91.7169687,77118
47,147,"Woodruff County, AR",35.1714574,-91.2229851,6259
49,149,"Yell County, AR",34.9906072,-93.4283105,20342
01,001,"Alameda County, CA",37.6090291,-121.899142,1663823
03,003,"Alpine County, CA",38.5893934,-119.8345013,1515
05,005,"Amador County, CA",38.449089,-120.5911018,40577
07,007,"Butte County, CA",39.6519275,-121.5858444,213605
09,009,"Calaveras County, CA",38.2558181,-120.4981492,45674
11,011,"Colusa County, CA",39.1465578,-122.2209563,21811
13,013,"Contra Costa County, CA",37.9034806,-121.9175345,1162648
15,015,"Del Norte County, CA",41.7261767,-123.91328,27462
17,017,"El Dorado County, CA",38.7574137,-120.5276129,191713
19,019,"Fresno County, CA",36.7394421,-119.78483,1008280
21,021,"Glenn County, CA",39.5912766,-122.3778662,28657
23,023,"Humboldt County, CA",40.5997415,-123.8997734,136132
25,025,"Imperial County, CA",33.0305487,-115.3595666,179578
27,027,"Inyo County, CA",36.5595325,-117.4074712,18829
29,029,"Kern County, CA",35.3145701,-118.753822,906883
31,031,"Kings County, CA",36.0784807,-119.7956342,152515
33,033,"Lake County, CA",39.0505411,-122.7776556,68024
35,035,"Lassen County, CA",40.7685579,-120.730998,31873
37,037,"Los Angeles County, CA",34.0536909,-118.242766,9936690
39,039,"Madera County, CA",37.1716264,-119.7737991,157243
41,041,"Marin County, CA",38.0409144,-122.6199638,260485
43,043,"Mariposa County, CA",37.570148,-119.9036592,17130
45,045,"Mendocino County, CA",39.3176491,-123.4126399,91145
47,047,"Merced County, CA",37.1641544,-120.7678602,282290
49,049,"Modoc County, CA",41.5450487,-120.7435998,8651
51,051,"Mono County, CA",37.9533927,-118.9398758,13219
53,053,"Monterey County, CA",36.2231079,-121.387742,437609
55,055,"Napa County, CA",38.4898675,-122.3218414,137384
57,057,"Nevada County, CA",39.3540335,-120.8089843,102322
59,059,"Orange County, CA",33.750631,-117.8722311,3175227
61,061,"Placer County, CA",39.1012064,-120.7650606,406608
63,063,"Plumas County, CA",39.9430988,-120.8059521,19650
65,065,"Riverside County, CA",33.9824949,-117.374238,2429487
67,067,"Sacramento County, CA",38.5810606,-121.493895,1579211
69,069,"San Benito County, CA",36.6248089,-121.1177379,64753
71,071,"San Bernardino County, CA",34.1081621,-117.28946,2180563
73,073,"San Diego County, CA",32.9637838,-116.7706277,3289701
75,075,"San Francisco County, CA",37.71402905,-122.3077942,851036
77,077,"San Joaquin County, CA",37.9372901,-121.2773719,779445
79,079,"San Luis Obispo County, CA",35.3540209,-120.375716,281712
81,081,"San Mateo County, CA",37.496904,-122.3330573,754250
83,083,"Santa Barbara County, CA",34.4221319,-119.702667,445213
85,085,"Santa Clara County, CA",37.2333253,-121.6846349,1916831
87,087,"Santa Cruz County, CA",34.0184636,-119.7751009,268571
89,089,"Shasta County, CA",40.7965121,-121.9979194,181852
91,091,"Sierra County, CA",39.5849065,-120.5305731,2916
93,093,"Siskiyou County, CA",41.6862466,-122.5360121,44049
95,095,"Solano County, CA",38.2218938,-121.9163555,450995
97,097,"Sonoma County, CA",38.5110803,-122.8473388,488436
99,099,"Stanislaus County, CA",37.5500871,-121.0501425,552063
01,101,"Sutter County, CA",38.9509675,-121.697088,99101
03,103,"Tehama County, CA",40.1251334,-122.2015529,65484
05,105,"Trinity County, CA",40.6053256,-123.171268,15889
07,107,"Tulare County, CA",36.2516475,-118.852583,473446
09,109,"Tuolumne County, CA",38.056944,-119.9919351,54993
11,111,"Ventura County, CA",34.4458248,-119.0779359,842009
13,113,"Yolo County, CA",38.7184542,-121.9059001,217141
15,115,"Yuba County, CA",39.2839755,-121.3556818,81705
01,001,"Adams County, CO",39.8714085,-104.2701374,520149
03,003,"Alamosa County, CO",37.5780995,-105.7890452,16460
05,005,"Arapahoe County, CO",39.6416781,-104.3628567,654453
07,007,"Archuleta County, CO",37.1995993,-107.0842479,13509
09,009,"Baca County, CO",37.3147687,-102.5770885,3496
11,011,"Bent County, CO",37.9421152,-103.0964287,5561
13,013,"Boulder County, CO",40.102555,-105.3632079,328658
14,014,"Broomfield County, CO",43.5988111,-85.02662859,73946
15,015,"Chaffee County, CO",38.7413025,-106.1825012,19564
17,017,"Cheyenne County, CO",38.8307233,-102.6177692,1726
19,019,"Clear Creek County, CO",39.6754591,-105.6435349,9403
21,021,"Conejos County, CO",37.1851939,-106.1655431,7553
23,023,"Costilla County, CO",37.2367948,-105.4182008,3534
25,025,"Crowley County, CO",38.3394806,-103.8263042,5782
27,027,"Custer County, CO",38.1072962,-105.3543375,4885
29,029,"Delta County, CO",33.3926893,-95.6749486,31173
31,031,"Denver County, CO",42.6713752,-92.3372158,710800
33,033,"Dolores County, CO",37.7524811,-108.4596087,2329
35,035,"Douglas County, CO",39.3420437,-104.9468945,360206
37,037,"Eagle County, CO",39.6161124,-106.7172844,55650
39,039,"Elbert County, CO",39.3138822,-104.0868973,26457
41,041,"El Paso County, CO",31.8072184,-106.2230394,730323
43,043,"Fremont County, CO",38.4692006,-105.4328622,49107
45,045,"Garfield County, CO",39.5462048,-107.8776144,61683
47,047,"Gilpin County, CO",39.8586654,-105.5025219,5856
49,049,"Grand County, CO",40.0990074,-106.1366966,15724
51,051,"Gunnison County, CO",38.6476702,-107.0603126,17018
53,053,"Hinsdale County, CO",37.813681,-107.3304179,911
55,055,"Huerfano County, CO",37.7013983,-105.0218531,6896
57,057,"Jackson County, CO",39.0355211,-94.3583509,1440
59,059,"Jefferson County, CO",29.834772,-94.1704496,580519
61,061,"Kiowa County, CO",38.4411214,-102.7628476,1347
63,063,"Kit Carson County, CO",39.3080613,-102.62075,7039
65,065,"Lake County, CO",42.332738,-87.9939552,7403
67,067,"La Plata County, CO",37.2889732,-107.8539029,55983
69,069,"Larimer County, CO",40.6810174,-105.4726907,359363
71,071,"Las Animas County, CO",37.3096626,-104.0591427,14422
73,073,"Lincoln County, CO",38.9208296,-103.4885462,5583
75,075,"Logan County, CO",40.1075089,-89.3768539,21302
77,077,"Mesa County, CO",39.0589084,-108.565996,156131
79,079,"Mineral County, CO",37.6584133,-106.9311267,794
81,081,"Moffat County, CO",40.6083135,-108.252345,13232
83,083,"Montezuma County, CO",37.3476546,-108.6260849,26070
85,085,"Montrose County, CO",38.4375391,-108.2403855,42823
87,087,"Morgan County, CO",39.7062265,-90.190335,29045
89,089,"Otero County, CO",37.8872079,-103.7415268,18580
91,091,"Ouray County, CO",38.146044,-107.7414887,4936
93,093,"Park County, CO",39.1089299,-105.7561639,17597
95,095,"Phillips County, CO",40.5888329,-102.3701723,4493
97,097,"Pitkin County, CO",39.2037774,-106.8695332,17325
99,099,"Prowers County, CO",37.9455797,-102.4130793,11968
01,101,"Pueblo County, CO",38.187635,-104.5350145,168135
03,103,"Rio Blanco County, CO",39.9847294,-108.1807779,6511
05,105,"Rio Grande County, CO",37.5668223,-106.3832155,11442
07,107,"Routt County, CO",40.4514373,-106.9724072,24944
09,109,"Saguache County, CO",38.0945348,-106.3563372,6454
11,111,"San Juan County, CO",37.7633081,-107.6495508,690
13,113,"San Miguel County, CO",38.0292476,-108.4712533,8082
15,115,"Sedgwick County, CO",40.8698595,-102.3777262,2391
17,117,"Summit County, CO",39.6070951,-106.0636654,30955
19,119,"Teller County, CO",38.889575,-105.1797307,24758
21,121,"Washington County, CO",30.2226352,-96.3936114,4817
23,123,"Weld County, CO",40.5632344,-104.4835287,331466
25,125,"Yuma County, CO",40.0163487,-102.458253,9938
01,001,"Kent County, DE",38.9252546,-84.5331967,182400
03,003,"New Castle County, DE",39.6159851,-75.662956,570567
05,005,"Sussex County, DE",38.6908097,-75.3691421,240668
01,001,"District of Columbia, DC",38.8950368,-77.0365427,670587
01,001,"Alachua County, FL",29.675568,-82.3640109,279729
03,003,"Baker County, FL",30.3143459,-82.2847163,27969
05,005,"Bay County, FL",30.2481693,-85.6593633,181055
07,007,"Bradford County, FL",29.9715087,-82.1608653,27816
09,009,"Brevard County, FL",28.2100203,-80.7997185,610723
11,011,"Broward County, FL",26.1598074,-80.4623642,1940907
13,013,"Calhoun County, FL",30.3853734,-85.2223516,13753
15,015,"Charlotte County, FL",26.9013269,-81.9156799,189900
17,017,"Citrus County, FL",28.8512851,-82.5141209,155173
19,019,"Clay County, FL",29.9766524,-81.8470596,219650
21,021,"Collier County, FL",26.087964,-81.3794941,380221
23,023,"Columbia County, FL",30.2097438,-82.62636329,69832
27,027,"DeSoto County, FL",27.190253,-81.8244232,34258
29,029,"Dixie County, FL",29.6214008,-83.17351,16737
31,031,"Duval County, FL",30.3540073,-81.6632109,995708
33,033,"Escambia County, FL",30.6625885,-87.3451089,321296
35,035,"Flagler County, FL",29.4844412,-81.2917415,117515
37,037,"Franklin County, FL",29.8323143,-84.8239118,12276
39,039,"Gadsden County, FL",30.5937346,-84.6389937,43746
41,041,"Gilchrist County, FL",29.7131619,-82.7975172,18070
43,043,"Glades County, FL",26.9328123,-81.1895983,12179
45,045,"Gulf County, FL",29.9665252,-85.2175889,15002
47,047,"Hamilton County, FL",30.5232289,-82.9763531,13492
49,049,"Hardee County, FL",27.4856349,-81.8196804,25528
51,051,"Hendry County, FL",26.597094,-81.1520667,39902
53,053,"Hernando County, FL",28.5710156,-82.4605068,196621
55,055,"Highlands County, FL",27.3513186,-81.3615717,102339
57,057,"Hillsborough County, FL",27.9184543,-82.3488057,1468560
59,059,"Holmes County, FL",30.8918676,-85.8138207,19529
61,061,"Indian River County, FL",27.7041555,-80.5894422,160986
63,063,"Jackson County, FL",30.8013861,-85.2063186,47704
65,065,"Jefferson County, FL",30.3949531,-83.9326576,14458
67,067,"Lafayette County, FL",29.9978185,-83.2221527,8107
69,069,"Lake County, FL",28.7006859,-81.78994,386829
71,071,"Lee County, FL",26.5999265,-81.8823135,772902
73,073,"Leon County, FL",30.4683062,-84.2549068,294128
75,075,"Levy County, FL",29.3008632,-82.7824592,43268
77,077,"Liberty County, FL",30.2506943,-84.8955989,7704
79,079,"Madison County, FL",30.4514352,-83.4524524,17986
81,081,"Manatee County, FL",27.5213933,-82.3801566,405069
83,083,"Marion County, FL",29.2182454,-82.0626948,378225
85,085,"Martin County, FL",27.0673711,-80.3994412,159399
86,086,"Miami-Dade County, FL",25.6364246,-80.4989467,2688237
87,087,"Monroe County, FL",25.0405135,-80.8337157,82044
89,089,"Nassau County, FL",30.6624329,-81.7707334,91538
91,091,"Okaloosa County, FL",30.6765961,-86.6037748,212021
93,093,"Okeechobee County, FL",27.3923408,-80.8873655,39870
95,095,"Orange County, FL",28.495156,-81.3111658,1427403
97,097,"Osceola County, FL",28.0443842,-81.1437541,393745
99,099,"Palm Beach County, FL",26.6279798,-80.4494174,1494805
01,101,"Pasco County, FL",28.2996183,-82.4522702,569211
03,103,"Pinellas County, FL",27.8778904,-82.7329309,959918
05,105,"Polk County, FL",27.9448537,-81.7268789,736229
07,107,"Putnam County, FL",29.6266155,-81.7230549,73604
09,109,"St. Johns County, FL",29.9032284,-81.4145468,278722
11,111,"St. Lucie County, FL",27.3900897,-80.457904,334682
13,113,"Santa Rosa County, FL",30.6964502,-87.0097524,188994
15,115,"Sarasota County, FL",27.1813609,-82.3609195,439392
17,117,"Seminole County, FL",28.7225829,-81.2353683,471321
19,119,"Sumter County, FL",28.6689748,-82.076402,131832
21,121,"Suwannee County, FL",30.2101192,-82.9873377,43881
23,123,"Taylor County, FL",30.0926733,-83.6377926,21421
25,125,"Union County, FL",30.044304,-82.3954479,15524
27,127,"Volusia County, FL",29.0533409,-81.1310761,558520
29,129,"Wakulla County, FL",30.1480038,-84.3543512,33732
31,131,"Walton County, FL",30.6204939,-86.1912678,76618
33,133,"Washington County, FL",30.6009343,-85.6762025,25014
01,001,"Appling County, GA",31.7780795,-82.349217,18441
03,003,"Atkinson County, GA",31.2957797,-82.85351126,8265
05,005,"Bacon County, GA",31.5416465,-82.46942096,11138
07,007,"Baker County, GA",47.4694445,-107.7462182,2878
09,009,"Baldwin County, GA",36.4239066,-81.7200069,43778
11,011,"Banks County, GA",34.40645,-83.480236,18381
13,013,"Barrow County, GA",33.9922895,-83.72191753,84399
15,015,"Bartow County, GA",34.16596085,-84.7977744,109410
17,017,"Ben Hill County, GA",31.7139585,-83.250021,17169
19,019,"Berrien County, GA",41.7729761,-86.51378624,18187
21,021,"Bibb County, GA",33.0997,-86.997004,156554
23,023,"Bleckley County, GA",32.33295875,-83.41065717,12413
25,025,"Brantley County, GA",34.4663,-93.14523,18105
27,027,"Brooks County, GA",26.92328785,-98.04397022,16275
29,029,"Bryan County, GA",44.590661,-97.4673827,44995
31,031,"Bulloch County, GA",32.1865125,-81.7456477,79829
33,033,"Burke County, GA",37.0981725,-81.3409367,24337
35,035,"Butts County, GA",33.2948024,-83.96690602,25522
37,037,"Calhoun County, GA",39.70569825,-107.6236423,5594
39,039,"Camden County, GA",38.3682555,-80.59690163,55105
43,043,"Candler County, GA",32.9404913,-83.582135,10946
45,045,"Carroll County, GA",36.6729305,-80.69290603,120060
47,047,"Catoosa County, GA",34.91548575,-85.10660234,68052
49,049,"Charlton County, GA",30.83190925,-82.00484982,12547
51,051,"Chatham County, GA",32.1143715,-81.1540013,296266
53,053,"Chattahoochee County, GA",30.7048733,-84.843223,9402
55,055,"Chattooga County, GA",34.3606301,-85.3418518,24902
57,057,"Cherokee County, GA",38.2456267,-85.6774615,268567
59,059,"Clarke County, GA",39.1397054,-77.6108873,128864
61,061,"Clay County, GA",31.6066885,-85.0479573,2855
63,063,"Clayton County, GA",42.7420776,-91.2621417,296312
65,065,"Clinch County, GA",31.036876,-82.7484738,6713
67,067,"Cobb County, GA",34.01807285,-84.56377789,765813
69,069,"Coffee County, GA",44.2986238,-123.295398,43056
71,071,"Colquitt County, GA",31.1085947,-83.74403949,45813
73,073,"Columbia County, GA",42.065556,-73.716389,156921
75,075,"Cook County, GA",33.6258504,-97.1332963,17242
77,077,"Coweta County, GA",35.959604,-95.65841347,147449
79,079,"Crawford County, GA",51.8998258,-8.473290419,12156
81,081,"Crisp County, GA",31.98924395,-83.77676122,20255
83,083,"Dade County, GA",25.9420377,-80.2456045,16239
85,085,"Dawson County, GA",34.4215521,-84.11996179,27355
87,087,"Decatur County, GA",40.8272257,-93.6072329,29063
89,089,"DeKalb County, GA",41.3494927,-85.1355271,761209
91,091,"Dodge County, GA",46.524269,-117.8228473,19977
93,093,"Dooly County, GA",32.0910799,-83.79752251,11236
95,095,"Dougherty County, GA",34.6331104,-85.4466897,85038
97,097,"Douglas County, GA",45.9406974,-95.4921314,144735
99,099,"Early County, GA",37.728291,-112.6518802,10753
01,101,"Echols County, GA",30.612994,-82.754871,3707
03,103,"Effingham County, GA",32.3616293,-81.33411606,65314
05,105,"Elbert County, GA",37.3353923,-81.5392729,19570
07,107,"Emanuel County, GA",32.649885,-82.098175,22907
09,109,"Evans County, GA",35.4326431,-83.5476568,10759
11,111,"Fannin County, GA",33.54820675,-96.2129094,25436
13,113,"Fayette County, GA",38.1686824,-81.1946927,119259
15,115,"Floyd County, GA",38.351026,-85.9368091,98541
17,117,"Forsyth County, GA",40.1594908,-74.8805058,253225
19,119,"Franklin County, GA",40.0195625,-82.8791363,23480
21,121,"Fulton County, GA",33.77647075,-84.52372078,1061944
23,123,"Gilmer County, GA",38.9364935,-80.83596411,31519
25,125,"Glascock County, GA",33.287543,-82.564889,2903
27,127,"Glynn County, GA",31.4096673,-81.6562204,84566
29,129,"Gordon County, GA",45.0331168,-69.2011551,57785
31,131,"Grady County, GA",53.752467,22.963668,26075
33,133,"Greene County, GA",33.599294,-83.1368214,19020
35,135,"Gwinnett County, GA",33.9776438,-83.96586666,957977
37,137,"Habersham County, GA",34.5003303,-83.554938,46326
39,139,"Hall County, GA",34.2978794,-83.8240663,204953
41,141,"Hancock County, GA",43.102147,-93.6020069,8588
43,143,"Haralson County, GA",34.0086598,-86.015226,30178
45,145,"Harris County, GA",24.6485969,-81.5589756,34914
47,147,"Hart County, GA",34.8181443,-84.1129921,26110
49,149,"Heard County, GA",33.31583275,-85.09829613,11489
51,151,"Henry County, GA",37.4324755,-90.3849335,240853
53,153,"Houston County, GA",39.4113681,-107.8770116,164117
55,155,"Irwin County, GA",34.48257135,-92.98511781,9487
57,157,"Jackson County, GA",32.8862364,-85.8116265,77033
59,159,"Jasper County, GA",38.6266378,-91.4397085,14882
61,161,"Jeff Davis County, GA",30.8976367,-104.4582557,14791
63,163,"Jefferson County, GA",33.6601033,-86.8127702,15591
65,165,"Jenkins County, GA",38.8074191,-78.1807737,8704
67,167,"Johnson County, GA",38.8109254,-94.9272958,9225
69,169,"Jones County, GA",39.3721817,-76.6524249,28382
71,171,"Lamar County, GA",33.02293575,-84.13821425,18676
73,173,"Lanier County, GA",34.327322,-83.8846252,9964
75,175,"Laurens County, GA",32.3126743,-82.9398245,49407
77,177,"Lee County, GA",53.5958058,-9.6942245,32968
79,179,"Liberty County, GA",40.08465,-96.4826481,65550
81,181,"Lincoln County, GA",45.071317,-111.2835651,7726
83,183,"Long County, GA",35.4643061,-82.6695224,16804
85,185,"Lowndes County, GA",30.8325302,-83.27925026,118257
87,187,"Lumpkin County, GA",34.7295349,-83.961023,33405
89,189,"McDuffie County, GA",34.0216626,-86.0165863,21715
91,191,"McIntosh County, GA",35.332644,-95.785081,11183
93,193,"Macon County, GA",32.82263265,-83.56367136,12099
95,195,"Madison County, GA",43.07698365,-89.37583591,30378
97,197,"Marion County, GA",44.7556996,-122.416335,7508
99,199,"Meriwether County, GA",33.0937361,-84.5738151,20679
01,201,"Miller County, GA",41.6022588,-87.2583699,5923
